LOAD_ZONE	PERIOD	ev_share	ice_miles_per_gallon	ev_miles_per_kwh	ev_extra_cost_per_vehicle_year	n_all_vehicles	vmt_per_vehicle
Oahu	2020	0.0517435244337	28.9310515873	4.0	825.0	816908.0	8706.0
Oahu	2030	0.269403784824	37.3586309524	4.0	575.0	816908.0	8706.0
